SYMBOL,COMPANY,NAME OF THE ACQUIRER/DISPOSER,CATEGORY OF PERSON,% SHAREHOLDING (PRIOR),NO. OF SECURITIES (ACQUIRED/DISPLOSED),VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TYPE OF SECURITY (POST),NO. OF SECURITY (POST),MODE OF ACQUISITION
BAJFINANCE,Bajaj Finance Limited,Shri Rishi Suresh Kapil,Employees/Designated Employees,0.0,250.0,191343,Buy,Equity Shares,1524,ESOP
BAJFINANCE,Bajaj Finance Limited,Shri Rishi Suresh Kapil,Employees/Designated Employees,0.0,600.0,2456760,Sell,Equity Shares,99,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Baljepali Sreenivas,Employees/Designated Employees,0.0,15040.0,60656320,Sell,Equity Shares,Nil,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Jaspreet Singh Chadha,Employees/Designated Employees,0.0,2361.0,4060920,Buy,Equity Shares,2361,ESOP
BAJFINANCE,Bajaj Finance Limited,Shri Jaspreet Singh Chadha,Employees/Designated Employees,0.0,2361.0,9625797,Sell,Equity Shares,Nil,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Suresh Subramaniam,Employees/Designated Employees,0.01,57653.0,232519738,Sell,Equity Shares,10177,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Suresh Subramaniam,Employees/Designated Employees,0.01,7000.0,28042000,Sell,Equity Shares,67830,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Suresh Subramaniam,Employees/Designated Employees,0.01,7000.0,28042000,Sell,Equity Shares,67830,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Sapan Ghugre,Employees/Designated Employees,0.0,,-,-,-,-,-
BAJFINANCE,Bajaj Finance Limited,Shri Hemen Shah,Employees/Designated Employees,0.0,250.0,797500,Buy,Equity Shares,3500,Market Purchase
BAJFINANCE,Bajaj Finance Limited,Shri Rishi Suresh Kapil,Employees/Designated Employees,0.0,250.0,191343,Buy,Equity Shares,1274,ESOP
BAJFINANCE,Bajaj Finance Limited,Shri Rahul Bajaj,Promoters,0.03,176000.0,705302400,Sell,Equity Shares,10000,Inter-se-Transfer
BAJFINANCE,Bajaj Finance Limited,Shri Manish Jain,Employees/Designated Employees,0.0,2500.0,10629100,Sell,Equity Shares,14585,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Raul Raj Verma,Employees/Designated Employees,0.0,2000.0,8670000,Sell,Equity Shares,47322,Market Sale
BAJFINANCE,Bajaj Finance Limited,Jamnalal Sons Private Limited,Promoter Group,0.0,72000.0,198871592,Buy,Equity Shares,127640,Market Purchase
BAJFINANCE,Bajaj Finance Limited,Baroda Industries Private Limited,Promoter Group,0.01,35500.0,98661946,Buy,Equity Shares,117600,Market Purchase
BAJFINANCE,Bajaj Finance Limited,Shri Hemen Shah,Employees/Designated Employees,0.0,250.0,865000,Buy,Equity Shares,2750,Market Purchase
BAJFINANCE,Bajaj Finance Limited,Baroda Industries Private Limited,Promoter Group,0.0,63000.0,229850028,Buy,Equity Shares,63000,Market Purchase
BAJFINANCE,Bajaj Finance Limited,Baroda Industries Private Limited,Promoter Group,0.0,19100.0,69373862,Buy,Equity Shares,82100,Market Purchase
BAJFINANCE,Bajaj Finance Limited,Shri Raul Raj Verma,Employees/Designated Employees,0.0,1000.0,3710000,Sell,Equity Shares,42464,Market Sale
BAJFINANCE,Bajaj Finance Limited,Jamnalal Sons Private Limited,Promoter Group,0.0,54700.0,200109966,Buy,Equity Shares,55640,Market Purchase
BAJFINANCE,Bajaj Finance Limited,Shri Nikhil Patil,Employees/Designated Employees,0.0,1308.0,4931814,Sell,Equity Shares,Nil,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Raul Raj Verma,Employees/Designated Employees,0.0,500.0,2205000,Sell,Equity Shares,44822,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Manav Mianwal,Employees/Designated Employees,0.0,2000.0,3839900,Buy,Equity Shares,7630,ESOP
BAJFINANCE,Bajaj Finance Limited,Shri Manav Mianwal,Employees/Designated Employees,0.0,4000.0,5391000,Buy,Equity Shares,5630,ESOP
BAJFINANCE,Bajaj Finance Limited,Shri Manav Mianwal,Employees/Designated Employees,0.0,1630.0,6569389,Pledge Revoke,Equity Shares,7630,Off Market
BAJFINANCE,Bajaj Finance Limited,Shri Rajesh Kulkarni,Employees/Designated Employees,0.0,155.0,693780,Buy,Equity Shares,797,Market Purchase
BAJFINANCE,Bajaj Finance Limited,Shri Rajesh Kulkarni,Employees/Designated Employees,0.0,85.0,373235,Buy,Equity Shares,882,Market Purchase
BAJFINANCE,Bajaj Finance Limited,Shri Raul Raj Verma,Employees/Designated Employees,0.0,500.0,2195000,Sell,Equity Shares,43822,Market Sale
BAJFINANCE,Bajaj Finance Limited,Ms. Ajita Kakade,Employees/Designated Employees,0.0,350.0,1557500,Sell,Equity Shares,25250,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Rakesh Kacha,Employees/Designated Employees,0.0,250.0,1087500,Sell,Equity Shares,9440,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Raul Raj Verma,Employees/Designated Employees,0.0,358.0,1540832,Sell,Equity Shares,43464,Market Sale
BAJFINANCE,Bajaj Finance Limited,Bajaj Allianz General Insurance Co. Ltd.,Promoter Group,0.0,2000.0,2005431694,Buy,Debentures,2000,Market Purchase
BAJFINANCE,Bajaj Finance Limited,Shri Rajib Bhowmick,Employees/Designated Employees,0.0,4100.0,19313747,Sell,Equity Shares,45344,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Raul Raj Verma,Employees/Designated Employees,0.0,500.0,2247500,Sell,Equity Shares,44322,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Rakesh Kacha,Employees/Designated Employees,0.0,500.0,2225000,Sell,Equity Shares,9690,Market Sale
BAJFINANCE,Bajaj Finance Limited,Shri Raul Raj Verma,Employees/Designated Employees,0.0,2000.0,8680000,Sell,Equity Shares,45322,Market Sale
BALAJITELE,Balaji Telefilms Limited,Mr. Animesh Purwar,Immediate relative,0.0,2320.0,132936.0,Buy,Equity Shares,2320,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Mrs. Sushma Purwar,Immediate relative,0.0,2350.0,138767.5,Buy,Equity Shares,2450,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Mrs. Sushma Purwar,Immediate relative,0.0,100.0,5620.0,Buy,Equity Shares,100,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Mr. Animesh Purwar,Immediate relative,0.0,2000.0,112400.0,Buy,Equity Shares,4320,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Mr. Arun Kumar Purwar,Director,0.01,2900.0,173826.0,Buy,Equity Shares,12900,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Mrs. Anju Purwar,Immediate relative,0.0,2300.0,128754.0,Buy,Equity Shares,2400,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Mr. Arun Kumar Purwar,Director,0.0,10000.0,532000.0,Buy,Equity Shares,10000,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Mrs. Anju Purwar,Immediate relative,0.0,2000.0,112600.0,Buy,Equity Shares,4400,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Mrs. Anju Purwar,Immediate relative,0.0,100.0,5610.0,Buy,Equity Shares,100,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Mr. Arun Kumar Purwar,Director,0.01,8000.0,450640.0,Buy,Equity Shares,20900,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Ms. Ekta Kapoor,Director,18.13,86204.0,2669855.0,Buy,Equity Shares,18422580,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Mrs. Sushma Purwar,Immediate relative,0.0,4000.0,225160.0,Buy,Equity Shares,6450,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Ms. Ekta Kapoor,Director,18.1,4163.0,130635.0,Buy,Equity Shares,18312371,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Ms. Ekta Kapoor,Director,18.1,14000.0,435396.0,Buy,Equity Shares,18326371,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Ms. Ekta Kapoor,Director,18.12,10005.0,311055.0,Buy,Equity Shares,18336376,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Ms. Ekta Kapoor,Promoters,18.22,8200.0,280641.0,Buy,Equity Shares,18430780,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Ms. Ekta Kapoor,Promoters,18.23,2369.0,80507.0,Buy,Equity Shares,18433149,Market Purchase
BALAJITELE,Balaji Telefilms Limited,Ms. Ekta Kapoor,Promoters,18.23,105.0,3581.0,Buy,Equity Shares,18433254,Market Purchase
BALAMINES,Balaji Amines Limited,N Eeshan Reddy,Promoters,0.34,2000.0,547643.69,Buy,Equity Shares,113700,Market Purchase
BALAMINES,Balaji Amines Limited,A. Srinivas Reddy,Promoters,5.09,1800.0,488500.05,Buy,Equity Shares,1652611,Market Purchase
BALAMINES,Balaji Amines Limited,G. Hemanth Reddy,Promoters,2.2,5000.0,1252790.41,Buy,Equity Shares,718803,Market Purchase
BALAMINES,Balaji Amines Limited,G. Hemanth Reddy,Promoters,2.19,2212.0,478661.6,Buy,Equity Shares,711732,Market Purchase
BALAMINES,Balaji Amines Limited,N Eeshan Reddy,Promoters,0.31,12200.0,2979178.59,Buy,Equity Shares,111700,Market Purchase
BALAMINES,Balaji Amines Limited,D RAM REDDY,Promoters,1.44,3000.0,1176000.0,Buy,Equity Shares,469905,Off Market
BALAMINES,Balaji Amines Limited,Vanadana Dundurapu,Promoters,0.71,2250.0,506250.0,Buy,Equity Shares,230269,Off Market
BALAMINES,,G Hemanth Reddy,Key Managerial Personnel,2.18,2500.0,923460.07,Buy,Equity Shares,707520,Market Purchase
BALAMINES,Balaji Amines Limited,D RAM REDDY,Promoters,1.45,4750.0,1871737.05,Buy,Equity Shares,474655,Off Market
BALAMINES,Balaji Amines Limited,N Eeshan Reddy,Promoters,0.35,3700.0,966124.98,Buy,Equity Shares,117400,Market Purchase
BALAMINES,Balaji Amines Limited,A Prathap Reddy,Promoters,15.3,10000.0,3997897.01,Buy,Equity Shares,4969229,Market Purchase
BALAMINES,Balaji Amines Limited,G Hemanth Reddy,Promoters,2.18,2000.0,442923.72,Buy,Equity Shares,709520,Market Purchase
BALAMINES,Balaji Amines Limited,A. Srinivas Reddy,Promoters,5.1,4963.0,1284790.4,Buy,Equity Shares,1657574,Market Purchase
BALAMINES,Balaji Amines Limited,G. Hemanth Reddy,Promoters,2.2,2071.0,459754.32,Buy,Equity Shares,713803,Market Purchase
BALAMINES,Balaji Amines Limited,A. Srinivas Reddy,Promoters,5.12,1015.0,298769.4,Buy,Equity Shares,1659659,Market Purchase
BALAMINES,Balaji Amines Limited,A. Srinivas Reddy,Promoters,5.12,965.0,300869.46,Buy,Equity Shares,1660624,Market Purchase
BALAMINES,Balaji Amines Limited,A. Srinivas Reddy,Promoters,5.12,663.0,200265.67,Buy,Equity Shares,1661287,Market Purchase
BALAMINES,Balaji Amines Limited,A. Srinivas Reddy,Promoters,5.13,7100.0,2103186.59,Buy,Equity Shares,1668387,Market Purchase
BALAMINES,Balaji Amines Limited,A. Srinivas Reddy,Promoters,5.12,1070.0,300127.71,Buy,Equity Shares,1658644,Market Purchase
BALAMINES,Balaji Amines Limited,A. Srinivas Reddy,Promoters,5.14,2620.0,914491.0,Buy,Equity Shares,1671007,Market Purchase
BALAMINES,Balaji Amines Limited,A. Srinivas Reddy,Promoters,5.17,1425.0,501693.0,Buy,Equity Shares,1675157,Market Purchase
BALAMINES,Balaji Amines Limited,A SHAKUNTALA DEVI,Promoters,6.05,3060.0,1000673.0,Buy,Equity Shares,1962310,Market Purchase
BALAMINES,Balaji Amines Limited,A SHAKUNTALA DEVI,Promoters,6.06,739.0,244455.0,Buy,Equity Shares,1963049,Market Purchase
BALAMINES,Balaji Amines Limited,A. Srinivas Reddy,Promoters,5.17,2480.0,1000113.0,Buy,Equity Shares,1677637,Market Purchase
BALAMINES,Balaji Amines Limited,A. Srinivas Reddy,Promoters,5.18,710.0,294487.0,Buy,Equity Shares,1678347,Market Purchase
BALAMINES,Balaji Amines Limited,A. Srinivas Reddy,Promoters,5.18,5800.0,2500582.0,Buy,Equity Shares,1684147,Market Purchase
BALAMINES,Balaji Amines Limited,A. Srinivas Reddy,Promoters,5.19,9500.0,2456119.0,Sell,Equity Shares,1674647,Market Purchase
BALAXI,Balaxi Ventures Limited,BALAXI OVERSEAS PVT LTD,Promoters,65.79,4999964.0,129999064,Buy,Equity Shares,7000000,Preferential Offer
BALAXI,Balaxi Ventures Limited,ASHISH MAHESHWARI,Promoter Group,3.97,60036.0,1560936,Buy,Equity Shares,180774,Preferential Offer
BALKRISHNA,Balkrishna Paper Mills Limited,PAWANKUMAR PODDAR,Promoters,0.0,164279.0,3140457,Buy,Equity Shares,164312,Inter-se-Transfer
BALKRISHNA,Balkrishna Paper Mills Limited,Avnish Poddar,Promoters,2.82,227566.0,4350290,Buy,Equity Shares,530626,Inter-se-Transfer
BALKRISHNA,Balkrishna Paper Mills Limited,KHUSHBOO RAJIV PODDARKH,Promoters,3.93,421823.0,8007630,Sell,Equity Shares,10,Inter-se-Transfer
BALKRISHNA,Balkrishna Paper Mills Limited,Anurag Poddar,Promoters,4.66,29978.0,573077,Buy,Equity Shares,530626,Inter-se-Transfer
BALKRISHNA,Balkrishna Paper Mills Limited,Anurag Poddar,Director,0.01,499637.0,8999843,Buy,Equity Shares,500648,Inter-se-Transfer
BALKRISHNA,Balkrishna Paper Mills Limited,RAP Enterprises LLP,Promoter Group,4.65,499637.0,8937125,Sell,Equity Shares,10,Inter-se-Transfer
BALLARPUR,Ballarpur Industries Limited,Avantha Holdings Limited,Promoters,24.95,10756301.0,18285711,Pledge Invoke,Equity Shares,311932718,Invocation of pledge
BALPHARMA,Bal Pharma Limited,JIVI DHEERAJMAL SIROYA,Promoters,0.32,0.0,0,Buy,Equity Shares,46080,Others
BALPHARMA,Bal Pharma Limited,ANITA CHANDRAPRAKASH SIROYA,Promoters,0.86,0.0,0,Buy,Equity Shares,122687,Others
BALPHARMA,Bal Pharma Limited,CHANDRAPRAKASH DHEERAJMAL SIROYA,Promoters,3.43,0.0,0,Buy,Equity Shares,486420,Others
BALPHARMA,Bal Pharma Limited,MONIKA SURANA,Promoters,1.26,0.0,0,Buy,Equity Shares,179909,Others
BALPHARMA,Bal Pharma Limited,ARCHANA SURANA,Promoters,2.01,0.0,0,Buy,Equity Shares,284996,Others
BALPHARMA,Bal Pharma Limited,SHRENIK D SIROYA,Promoters,0.0,0.0,0,Buy,Equity Shares,Nil,Others
BALPHARMA,Bal Pharma Limited,DILIP SURANA,Promoters,3.35,0.0,0,Buy,Equity Shares,474994,Others
BALPHARMA,Bal Pharma Limited,ANAND SURANA,Promoters,3.71,0.0,0,Buy,Equity Shares,525686,Others
BALPHARMA,Bal Pharma Limited,SHAILESH D SIROYA,Promoters,9.49,0.0,0,Buy,Equity Shares,1345459,Others
BALPHARMA,Bal Pharma Limited,ANITA SIROYA,Promoters,7.4,0.0,0,Buy,Equity Shares,1049220,Others
BALPHARMA,Bal Pharma Limited,SUBBARAO PRASANNA,Promoters,0.14,0.0,0,Buy,Equity Shares,20200,Others
BALPHARMA,Bal Pharma Limited,DILIP SURANA (HUF),Promoters,1.19,0.0,0,Buy,Equity Shares,169995,Others
BALPHARMA,Bal Pharma Limited,MICRO LABS LIMITED,Promoters,9.24,0.0,0,Buy,Equity Shares,1310836,Others
BALRAMCHIN,Balrampur Chini Mills Limited,VIVEK SARAOGI,Promoters,15.67,1400000.0,258300000,Buy,Equity Shares,35869184,Inter-se-Transfer
BALRAMCHIN,Balrampur Chini Mills Limited,Novel Suppliers Pvt. Ltd.,Promoters,1.28,900000.0,166050000,Buy,Equity Shares,3709101,Inter-se-Transfer
BALRAMCHIN,Balrampur Chini Mills Limited,SUMEDHA SARAOGI,Promoters,11.51,2300000.0,424350000,Sell,Equity Shares,23027099,Inter-se-Transfer
BANDHANBNK,Bandhan Bank Limited,NAND KUMAR SINGH,Employees/Designated Employees,0.0,7206.0,1297080,Buy,Equity Shares,14462,ESOP
BANDHANBNK,Bandhan Bank Limited,MEHUL VASANTRAI DAVE,Employees/Designated Employees,0.0,2840.0,1278000,Pledge Revoke,Equity Shares,11768,Off Market
BANDHANBNK,Bandhan Bank Limited,NAND KUMAR SINGH,Employees/Designated Employees,0.0,7206.0,1297080,Buy,Equity Shares,14462,ESOP
BANDHANBNK,Bandhan Bank Limited,SUNIL SAMDANI,Employees/Designated Employees,0.0,15118.0,2721240,Buy,Equity Shares,30236,ESOP
BANDHANBNK,Bandhan Bank Limited,VENU GOPAL MENON,Employees/Designated Employees,0.0,13000.0,4344600,Pledge Revoke,Equity Shares,78625,Revokation of Pledge
BANDHANBNK,Bandhan Bank Limited,RUPALI PRAVIN SHELAR,Employees/Designated Employees,0.01,14484.0,2607120,Buy,Equity Shares,210038,ESOP
BANDHANBNK,Bandhan Bank Limited,VENU GOPAL MENON,Employees/Designated Employees,0.0,13000.0,4344600,Sell,Equity Shares,65625,Market Sale
BANDHANBNK,Bandhan Bank Limited,JAYESH KALYANDAS GANGWANI,Employees/Designated Employees,0.01,7280.0,2395120,Sell,Equity Shares,165145,Market Sale
BANDHANBNK,Bandhan Bank Limited,MEHUL VASANTRAI DAVE,Employees/Designated Employees,0.0,2840.0,1278000,Pledge Revoke,Equity Shares,11768,Off Market
BANDHANBNK,Bandhan Bank Limited,RAKESH MAHESH HARDIYA,Employees/Designated Employees,0.01,8000.0,1440000,Buy,Equity Shares,90352,ESOP
BANDHANBNK,Bandhan Bank Limited,SUNIL SAMDANI,Employees/Designated Employees,0.0,15118.0,2721240,Buy,Equity Shares,30236,ESOP
BANDHANBNK,Bandhan Bank Limited,RUPALI PRAVIN SHELAR,Employees/Designated Employees,0.0,300.0,151350,Sell,Equity Shares,200354,Market Sale
BANDHANBNK,Bandhan Bank Limited,VENU GOPAL MENON,Employees/Designated Employees,0.01,10000.0,4300900,Sell,Equity Shares,78625,Market Sale
BANDHANBNK,Bandhan Bank Limited,RUPALI PRAVIN SHELAR,Employees/Designated Employees,0.0,4800.0,2426976,Sell,Equity Shares,195554,Market Sale
BANDHANBNK,Bandhan Bank Limited,VINESH BHIMJIBHAI JAGANI,Employees/Designated Employees,0.0,6827.0,2280218,Pledge,Equity Shares,42696,Pledge Creation
BANDHANBNK,Bandhan Bank Limited,RUPALI PRAVIN SHELAR,Employees/Designated Employees,0.0,200.0,108400,Sell,Equity Shares,200854,Market Sale
BANDHANBNK,Bandhan Bank Limited,ABHIJIT GHOSH,Employees/Designated Employees,0.0,400.0,206720,Buy,Equity Shares,5674,Market Purchase
BANDHANBNK,Bandhan Bank Limited,ABHIJIT GHOSH,Employees/Designated Employees,0.0,5673.0,2931806,Pledge,Equity Shares,1,Pledge Creation
BANDHANBNK,Bandhan Bank Limited,RUPALI PRAVIN SHELAR,Employees/Designated Employees,0.0,200.0,117800,Sell,Equity Shares,200654,Market Sale
BANDHANBNK,Bandhan Bank Limited,TAPOJIT SUR ROY,Employees/Designated Employees,0.0,754.0,135720,Buy,Equity Shares,2264,ESOP
BANDHANBNK,Bandhan Bank Limited,TAPOJIT SUR ROY,Employees/Designated Employees,0.0,1510.0,732468,Buy,Equity Shares,1510,Market Purchase
BANDHANBNK,Bandhan Bank Limited,TAPOJIT SUR ROY,Employees/Designated Employees,0.0,753.0,339022,Sell,Equity Shares,Nil,Market Sale
BANDHANBNK,Bandhan Bank Limited,TAPOJIT SUR ROY,Employees/Designated Employees,0.0,2264.0,1054091,Sell,Equity Shares,Nil,Market Sale
BANDHANBNK,Bandhan Bank Limited,VENU GOPAL MENON,Employees/Designated Employees,0.01,10000.0,4300900,Pledge Revoke,Equity Shares,88625,Revokation of Pledge
BANDHANBNK,Bandhan Bank Limited,VINESH BHIMJIBHAI JAGANI,Employees/Designated Employees,0.0,3413.0,938575,Sell,Equity Shares,39283,Gift
BANDHANBNK,Bandhan Bank Limited,PARESH ISHVARBHAI PATEL,Employees/Designated Employees,0.0,4900.0,2062900,Pledge,Equity Shares,9317,Pledge Creation
BANDHANBNK,Bandhan Bank Limited,PARESH ISHVARBHAI PATEL,Employees/Designated Employees,0.0,4396.0,1164940,Pledge Revoke,Equity Shares,9317,Revokation of Pledge
BANDHANBNK,Bandhan Bank Limited,VINESH BHIMJIBHAI JAGANI,Employees/Designated Employees,0.0,9000.0,2101050,Pledge Revoke,Equity Shares,39283,Revokation of Pledge
BANDHANBNK,Bandhan Bank Limited,JAYESH KALYANDAS GANGWANI,Employees/Designated Employees,0.01,3650.0,784056,Sell,Equity Shares,154095,Market Sale
BANDHANBNK,Bandhan Bank Limited,JAYESH KALYANDAS GANGWANI,Employees/Designated Employees,0.01,1000.0,222410,Sell,Equity Shares,157745,Market Sale
BANDHANBNK,Bandhan Bank Limited,DILIP DEVKARANBHAI DAFDA,Employees/Designated Employees,0.0,8021.0,1399343,Pledge Invoke,Equity Shares,23264,Invocation of pledge
BANDHANBNK,Bandhan Bank Limited,CHANDRA SHEKHAR GHOSH,Key Managerial Personnel,0.09,572000.0,95667000,Pledge Revoke,Equity Shares,1524436,Revokation of Pledge
BANDHANBNK,Bandhan Bank Limited,JAYESH KALYANDAS GANGWANI,Employees/Designated Employees,0.01,7280.0,2395120,Pledge Invoke,Equity Shares,165145,Invocation of pledge
BANDHANBNK,Bandhan Bank Limited,JAYESH KALYANDAS GANGWANI,Employees/Designated Employees,0.01,12280.0,2984040,Pledge Revoke,Equity Shares,165145,Revokation of Pledge
BANDHANBNK,Bandhan Bank Limited,VENU GOPAL MENON,Employees/Designated Employees,0.0,7000.0,1421000,Pledge Revoke,Equity Shares,36385,Revokation of Pledge
BANDHANBNK,Bandhan Bank Limited,DEVAL JAGANI,Immediate relative,0.0,3413.0,938575,Buy,Equity Shares,14773,Gift
BANDHANBNK,Bandhan Bank Limited,CHANDRA SHEKHAR GHOSH,Key Managerial Personnel,0.09,150000.0,30112500,Pledge,Equity Shares,1524436,Pledge Creation
BANDHANBNK,Bandhan Bank Limited,VENU GOPAL MENON,Employees/Designated Employees,0.0,7000.0,1421000,Sell,Equity Shares,29385,Market Sale
BANDHANBNK,Bandhan Bank Limited,JAYESH KALYANDAS GANGWANI,Employees/Designated Employees,0.01,20000.0,4000000,Pledge,Equity Shares,165145,Pledge Creation
BANDHANBNK,Bandhan Bank Limited,VENU GOPAL MENON,Employees/Designated Employees,0.0,7700.0,1565333,Pledge Revoke,Equity Shares,44085,Revokation of Pledge
BANDHANBNK,Bandhan Bank Limited,DILIP DEVKARANBHAI DAFDA,Employees/Designated Employees,0.0,5680.0,1192800,Sell,Equity Shares,31285,Market Sale
BANDHANBNK,Bandhan Bank Limited,VINESH BHIMJIBHAI JAGANI,Employees/Designated Employees,0.0,9000.0,2079000,Pledge,Equity Shares,39283,Pledge Creation
BANDHANBNK,Bandhan Bank Limited,VENU GOPAL MENON,Employees/Designated Employees,0.0,11540.0,2589691,Sell,Equity Shares,44085,Market Sale
BANDHANBNK,Bandhan Bank Limited,VENU GOPAL MENON,Employees/Designated Employees,0.0,7700.0,1565333,Sell,Equity Shares,36385,Market Sale
BANDHANBNK,Bandhan Bank Limited,DEVAL JAGANI,Immediate relative,0.0,3413.0,887380,Pledge,Equity Shares,14773,Pledge Creation
BANDHANBNK,Bandhan Bank Limited,VENU GOPAL MENON,Employees/Designated Employees,0.0,11540.0,2589691,Pledge Revoke,Equity Shares,55625,Revokation of Pledge
BANDHANBNK,Bandhan Bank Limited,VENU GOPAL MENON,Employees/Designated Employees,0.0,10000.0,2757000,Pledge Revoke,Equity Shares,65625,Revokation of Pledge
BANDHANBNK,Bandhan Bank Limited,VENU GOPAL MENON,Employees/Designated Employees,0.0,10000.0,2757000,Sell,Equity Shares,55625,Market Sale
BANDHANBNK,Bandhan Bank Limited,CHANDRA SHEKHAR GHOSH,Key Managerial Personnel,0.09,200000.0,43120000,Pledge,Equity Shares,1524436,Pledge Creation
BANDHANBNK,Bandhan Bank Limited,JAYESH KALYANDAS GANGWANI,Employees/Designated Employees,0.01,5000.0,1215000,Sell,Equity Shares,160145,Market Sale
